Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
KT6 4ER,Yes,51.392068,-0.316205,517249,167237,TQ172672,"Long Ditton","Elmbridge, unparished area",1998-06-01,,11,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030322,"Elmbridge 006A"
KT6 4ET,Yes,51.391406,-0.317695,517147,167161,TQ171671,"Long Ditton","Elmbridge, unparished area",1998-06-01,,10,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030322,"Elmbridge 006A"
KT6 5AZ,Yes,51.389316,-0.32061,516950,166924,TQ169669,"Long Ditton","Elmbridge, unparished area",2012-09-01,,11,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030322,"Elmbridge 006A"
KT6 5BA,Yes,51.386656,-0.318896,517076,166631,TQ170666,"Long Ditton","Elmbridge, unparished area",2012-12-01,,14,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5DR,Yes,51.380761,-0.310311,517688,165989,TQ176659,"Long Ditton","Elmbridge, unparished area",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5DS,Yes,51.381143,-0.310657,517663,166031,TQ176660,"Long Ditton","Elmbridge, unparished area",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5DX,Yes,51.38147,-0.310831,517650,166067,TQ176660,"Long Ditton","Elmbridge, unparished area",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5DY,Yes,51.379034,-0.309116,517776,165799,TQ177657,"Long Ditton","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030325,"Elmbridge 006D"
KT6 5DZ,Yes,51.378509,-0.311285,517626,165737,TQ176657,"Long Ditton","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030325,"Elmbridge 006D"
KT6 5EA,Yes,51.378852,-0.312049,517572,165774,TQ175657,"Long Ditton","Elmbridge, unparished area",1980-01-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030325,"Elmbridge 006D"
KT6 5EB,Yes,51.378336,-0.311809,517590,165717,TQ175657,"Long Ditton","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030325,"Elmbridge 006D"
KT6 5ED,Yes,51.386457,-0.316195,517264,166613,TQ172666,"Long Ditton","Elmbridge, unparished area",1993-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5EH,Yes,51.379749,-0.309975,517714,165877,TQ177658,"Long Ditton","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030325,"Elmbridge 006D"
KT6 5EJ,Yes,51.38014,-0.310334,517688,165920,TQ176659,"Long Ditton","Elmbridge, unparished area",1980-01-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5EL,Yes,51.380835,-0.312349,517546,165994,TQ175659,"Long Ditton","Elmbridge, unparished area",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5EN,Yes,51.381168,-0.313616,517457,166029,TQ174660,"Long Ditton","Elmbridge, unparished area",1980-01-01,,27,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5EP,Yes,51.379455,-0.314555,517396,165837,TQ173658,"Long Ditton","Elmbridge, unparished area",1980-01-01,,31,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030325,"Elmbridge 006D"
KT6 5EQ,No,51.379958,-0.310169,517700,165900,TQ176658,"Long Ditton","Elmbridge, unparished area",1987-04-01,1991-12-01,36,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030323,"Elmbridge 006B"
KT6 5ER,No,51.38094,-0.31588,517300,166000,TQ173660,"Long Ditton","Elmbridge, unparished area",1995-01-01,1996-12-01,26,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030325,"Elmbridge 006D"
KT6 5ET,No,51.384535,-0.315748,517300,166400,TQ173664,"Long Ditton","Elmbridge, unparished area",1981-06-01,1996-06-01,21,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030324,"Elmbridge 006C"
KT6 5EU,Yes,51.386633,-0.314772,517363,166635,TQ173666,"Long Ditton","Elmbridge, unparished area",1980-01-01,,21,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5EW,Yes,51.379816,-0.313393,517476,165879,TQ174658,"Long Ditton","Elmbridge, unparished area",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5EY,Yes,51.38454,-0.314239,517405,166403,TQ174664,"Long Ditton","Elmbridge, unparished area",1980-01-01,,26,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5EZ,Yes,51.385369,-0.313102,517482,166497,TQ174664,"Long Ditton","Elmbridge, unparished area",1984-02-01,,26,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5GD,Yes,51.385369,-0.313102,517482,166497,TQ174664,"Long Ditton","Elmbridge, unparished area",2013-08-01,,26,England,2022-05-26,"Imputed by ONS by reference to surrounding postcode grid references",E01030323,"Elmbridge 006B"
KT6 5HA,No,51.385413,-0.314279,517400,166500,TQ173665,"Long Ditton","Elmbridge, unparished area",1988-03-01,1991-12-01,25,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030323,"Elmbridge 006B"
KT6 5HB,Yes,51.383063,-0.31221,517550,166242,TQ175662,"Long Ditton","Elmbridge, unparished area",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5HD,Yes,51.384939,-0.311997,517560,166451,TQ175664,"Long Ditton","Elmbridge, unparished area",1980-01-01,,33,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5HE,Yes,51.384403,-0.312218,517546,166391,TQ175663,"Long Ditton","Elmbridge, unparished area",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5HF,Yes,51.384041,-0.314531,517386,166347,TQ173663,"Long Ditton","Elmbridge, unparished area",1980-01-01,,24,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5HG,Yes,51.382918,-0.310907,517641,166228,TQ176662,"Long Ditton","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5HH,Yes,51.381809,-0.315705,517310,166097,TQ173660,"Long Ditton","Elmbridge, unparished area",1980-01-01,,21,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030325,"Elmbridge 006D"
KT6 5HJ,Yes,51.381825,-0.316782,517235,166097,TQ172660,"Long Ditton","Elmbridge, unparished area",1980-01-01,,21,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5HL,Yes,51.379423,-0.316761,517243,165830,TQ172658,"Long Ditton","Elmbridge, unparished area",1980-01-01,,33,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030325,"Elmbridge 006D"
KT6 5HN,Yes,51.378851,-0.31886,517098,165763,TQ170657,"Long Ditton","Elmbridge, unparished area",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030325,"Elmbridge 006D"
KT6 5HP,Yes,51.38205,-0.318116,517142,166120,TQ171661,"Long Ditton","Elmbridge, unparished area",1980-01-01,,20,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5HQ,Yes,51.382314,-0.31082,517649,166161,TQ176661,"Long Ditton","Elmbridge, unparished area",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5HR,Yes,51.382056,-0.319734,517029,166118,TQ170661,"Long Ditton","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5HS,Yes,51.383532,-0.31978,517022,166282,TQ170662,"Long Ditton","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5HT,Yes,51.383602,-0.320991,516938,166288,TQ169662,"Long Ditton","Elmbridge, unparished area",1980-01-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5HU,No,51.383718,-0.321527,516900,166300,TQ168662,"Long Ditton","Elmbridge, unparished area",1982-03-01,1983-12-01,15,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030325,"Elmbridge 006D"
KT6 5HW,Yes,51.382052,-0.318843,517091,166119,TQ170661,"Long Ditton","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JB,Yes,51.38324,-0.317095,517210,166254,TQ172662,"Long Ditton","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JD,Yes,51.383045,-0.317815,517160,166231,TQ171662,"Long Ditton","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JE,Yes,51.384033,-0.316471,517251,166343,TQ172663,"Long Ditton","Elmbridge, unparished area",1980-01-01,,20,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JF,Yes,51.383832,-0.316895,517222,166320,TQ172663,"Long Ditton","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JG,Yes,51.382938,-0.314787,517371,166224,TQ173662,"Long Ditton","Elmbridge, unparished area",1980-01-01,,22,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JN,Yes,51.386248,-0.317324,517186,166588,TQ171665,"Long Ditton","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5JP,Yes,51.384592,-0.318511,517108,166402,TQ171664,"Long Ditton","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JQ,No,51.38719,-0.312777,517500,166700,TQ174667,"Long Ditton","Elmbridge, unparished area",1993-01-01,1994-05-01,20,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030323,"Elmbridge 006B"
KT6 5JR,Yes,51.38419,-0.319943,517009,166355,TQ170663,"Long Ditton","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JS,Yes,51.384968,-0.318995,517073,166443,TQ170664,"Long Ditton","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JT,Yes,51.386211,-0.318504,517104,166582,TQ171665,"Long Ditton","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JU,Yes,51.385377,-0.319282,517052,166488,TQ170664,"Long Ditton","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JW,Yes,51.384976,-0.316422,517252,166448,TQ172664,"Long Ditton","Elmbridge, unparished area",1980-01-01,,20,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JX,Yes,51.38549,-0.320318,516980,166499,TQ169664,"Long Ditton","Elmbridge, unparished area",1980-01-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5JY,Yes,51.387763,-0.318231,517119,166755,TQ171667,"Long Ditton","Elmbridge, unparished area",1980-01-01,,13,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5JZ,Yes,51.387478,-0.31786,517146,166724,TQ171667,"Long Ditton","Elmbridge, unparished area",1980-01-01,,14,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5LA,Yes,51.386444,-0.320364,516974,166605,TQ169666,"Long Ditton","Elmbridge, unparished area",1980-01-01,,13,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5LB,Yes,51.386765,-0.320754,516946,166640,TQ169666,"Long Ditton","Elmbridge, unparished area",1980-01-01,,12,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030323,"Elmbridge 006B"
KT6 5LD,Yes,51.38645,-0.32203,516858,166603,TQ168666,"Long Ditton","Elmbridge, unparished area",1980-01-01,,12,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5LE,Yes,51.386795,-0.324087,516714,166638,TQ167666,"Long Ditton","Elmbridge, unparished area",1980-01-01,,11,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5LF,Yes,51.385823,-0.322154,516851,166533,TQ168665,"Long Ditton","Elmbridge, unparished area",1980-01-01,,14,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5LG,Yes,51.385645,-0.322937,516797,166512,TQ167665,"Long Ditton","Elmbridge, unparished area",1980-01-01,,13,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5LH,Yes,51.384876,-0.320737,516952,166430,TQ169664,"Long Ditton","Elmbridge, unparished area",1980-01-01,,14,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5LQ,Yes,51.385058,-0.32336,516769,166446,TQ167664,"Long Ditton","Elmbridge, unparished area",1980-01-01,,14,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030324,"Elmbridge 006C"
KT6 5PX,Yes,51.391701,-0.318849,517066,167192,TQ170671,"Long Ditton","Elmbridge, unparished area",1980-01-01,,9,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030322,"Elmbridge 006A"
KT6 5PY,Yes,51.391052,-0.318096,517120,167121,TQ171671,"Long Ditton","Elmbridge, unparished area",1980-01-01,,10,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030322,"Elmbridge 006A"
KT6 5PZ,Yes,51.391054,-0.32133,516895,167116,TQ168671,"Long Ditton","Elmbridge, unparished area",1980-01-01,,10,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030322,"Elmbridge 006A"
KT6 5QB,Yes,51.392286,-0.319517,517018,167256,TQ170672,"Long Ditton","Elmbridge, unparished area",1997-12-01,,7,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030322,"Elmbridge 006A"
KT6 5QD,Yes,51.392286,-0.319517,517018,167256,TQ170672,"Long Ditton","Elmbridge, unparished area",1980-01-01,,8,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030322,"Elmbridge 006A"
KT6 5QE,Yes,51.389649,-0.32187,516861,166959,TQ168669,"Long Ditton","Elmbridge, unparished area",1980-01-01,,10,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030322,"Elmbridge 006A"
